layers_0,length_0,layers_1,length_1,layers_2,length_2,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,application,filename,num_packet,mac_src_custom,mac_dst_custom,layers_3,length_3,layers_4,length_4
CookedLinux,68,IP,52,TCP,32,1591955114.473402,68,,,192.168.0.180,10.16.100.73,16,33123,1883,MQTT,MQTT_Kaggle.pcap,6262,50:02:91:38:9C:2D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955114.473464,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,6263,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955114.473474,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,6264,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955114.473481,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,6265,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955114.473484,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,6266,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,82,IP,66,TCP,46,1591955114.47349,82,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,6267,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591955114.4734929,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,6268,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955114.473499,81,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,6269,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955114.473502,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,6270,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955114.473507,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,6271,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955114.47351,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,6272,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955114.473516,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,6273,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955114.473518,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,6274,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591955115.473594,78,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,6275,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591955115.473622,81,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,6276,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591955115.4736311,81,,,192.168.0.174,10.16.100.73,24,43063,1883,MQTT,MQTT_Kaggle.pcap,6277,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,82,IP,66,TCP,46,1591955115.4736462,82,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,6278,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,14.0,MQTTPublish,12.0
CookedLinux,81,IP,65,TCP,45,1591955115.473658,81,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,6279,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591955115.473724,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,6280,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955115.473742,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,6281,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955115.473757,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,6282,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955115.4737608,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,6283,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591955115.473767,78,,,10.16.100.73,192.168.0.180,24,1883,33123,MQTT,MQTT_Kaggle.pcap,6284,50:02:91:3D:4C:97,50:02:91:38:9C:2D,MQTT,10.0,MQTTPublish,8.0
CookedLinux,68,IP,52,TCP,32,1591955115.47377,68,,,192.168.0.180,10.16.100.73,16,33123,1883,MQTT,MQTT_Kaggle.pcap,6285,50:02:91:38:9C:2D,50:02:91:3D:4C:97,,,,
CookedLinux,82,IP,66,TCP,46,1591955115.473776,82,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,6286,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591955115.473779,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,6287,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955115.473785,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,6288,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955115.473788,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,6289,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955115.473793,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,6290,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955115.473795,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,6291,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955115.473815,81,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,6292,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955115.473818,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,6293,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591955116.473619,78,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,6294,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591955116.47365,81,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,6295,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591955116.473659,81,,,192.168.0.174,10.16.100.73,24,43063,1883,MQTT,MQTT_Kaggle.pcap,6296,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,82,IP,66,TCP,46,1591955116.473674,82,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,6297,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,14.0,MQTTPublish,12.0
CookedLinux,80,IP,64,TCP,44,1591955116.473686,80,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,6298,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,12.0,MQTTPublish,10.0
CookedLinux,81,IP,65,TCP,45,1591955116.473707,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,6299,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955116.473731,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,6300,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591955116.473742,78,,,10.16.100.73,192.168.0.180,24,1883,33123,MQTT,MQTT_Kaggle.pcap,6301,50:02:91:3D:4C:97,50:02:91:38:9C:2D,MQTT,10.0,MQTTPublish,8.0
CookedLinux,68,IP,52,TCP,32,1591955116.473754,68,,,192.168.0.180,10.16.100.73,16,33123,1883,MQTT,MQTT_Kaggle.pcap,6302,50:02:91:38:9C:2D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955116.4737608,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,6303,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955116.4737642,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,6304,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955116.473796,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,6305,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955116.473798,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,6306,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,82,IP,66,TCP,46,1591955116.473804,82,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,6307,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591955116.473807,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,6308,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,80,IP,64,TCP,44,1591955116.473812,80,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,6309,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,12.0,MQTTPublish,10.0
CookedLinux,68,IP,52,TCP,32,1591955116.473815,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,6310,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955116.4738212,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,6311,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955116.473823,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,6312,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591955117.473583,78,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,6313,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591955117.47361,81,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,6314,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591955117.47362,81,,,192.168.0.174,10.16.100.73,24,43063,1883,MQTT,MQTT_Kaggle.pcap,6315,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,82,IP,66,TCP,46,1591955117.473634,82,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,6316,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,14.0,MQTTPublish,12.0
CookedLinux,78,IP,62,TCP,42,1591955117.473647,78,,,10.16.100.73,192.168.0.180,24,1883,33123,MQTT,MQTT_Kaggle.pcap,6317,50:02:91:3D:4C:97,50:02:91:38:9C:2D,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591955117.473648,81,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,6318,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955117.473656,68,,,192.168.0.180,10.16.100.73,16,33123,1883,MQTT,MQTT_Kaggle.pcap,6319,50:02:91:38:9C:2D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955117.473698,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,6320,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955117.473707,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,6321,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955117.473714,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,6322,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955117.473734,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,6323,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,82,IP,66,TCP,46,1591955117.47374,82,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,6324,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591955117.473743,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,6325,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955117.473757,81,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,6326,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955117.47376,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,6327,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955117.4737651,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,6328,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955117.473768,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,6329,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955117.4737911,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,6330,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955117.473793,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,6331,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591955118.4735131,78,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,6332,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591955118.473541,81,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,6333,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591955118.47355,81,,,192.168.0.174,10.16.100.73,24,43063,1883,MQTT,MQTT_Kaggle.pcap,6334,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,82,IP,66,TCP,46,1591955118.473565,82,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,6335,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,14.0,MQTTPublish,12.0
CookedLinux,81,IP,65,TCP,45,1591955118.473578,81,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,6336,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591955118.473632,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,6337,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955118.473651,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,6338,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955118.47366,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,6339,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955118.473664,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,6340,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591955118.47367,78,,,10.16.100.73,192.168.0.180,24,1883,33123,MQTT,MQTT_Kaggle.pcap,6341,50:02:91:3D:4C:97,50:02:91:38:9C:2D,MQTT,10.0,MQTTPublish,8.0
CookedLinux,68,IP,52,TCP,32,1591955118.473673,68,,,192.168.0.180,10.16.100.73,16,33123,1883,MQTT,MQTT_Kaggle.pcap,6342,50:02:91:38:9C:2D,50:02:91:3D:4C:97,,,,
CookedLinux,82,IP,66,TCP,46,1591955118.473683,82,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,6343,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591955118.473687,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,6344,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955118.473693,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,6345,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955118.473696,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,6346,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955118.4737,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,6347,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955118.473702,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,6348,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955118.47375,81,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,6349,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955118.473754,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,6350,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591955119.473517,78,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,6351,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591955119.473547,81,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,6352,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591955119.473556,81,,,192.168.0.174,10.16.100.73,24,43063,1883,MQTT,MQTT_Kaggle.pcap,6353,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,82,IP,66,TCP,46,1591955119.473571,82,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,6354,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,14.0,MQTTPublish,12.0
CookedLinux,81,IP,65,TCP,45,1591955119.473584,81,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,6355,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,78,IP,62,TCP,42,1591955119.473589,78,,,10.16.100.73,192.168.0.180,24,1883,33123,MQTT,MQTT_Kaggle.pcap,6356,50:02:91:3D:4C:97,50:02:91:38:9C:2D,MQTT,10.0,MQTTPublish,8.0
CookedLinux,68,IP,52,TCP,32,1591955119.473598,68,,,192.168.0.180,10.16.100.73,16,33123,1883,MQTT,MQTT_Kaggle.pcap,6357,50:02:91:38:9C:2D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955119.47364,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,6358,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955119.473658,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,6359,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955119.473665,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,6360,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955119.473668,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,6361,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,82,IP,66,TCP,46,1591955119.473674,82,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,6362,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591955119.473677,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,6363,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955119.473683,81,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,6364,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955119.473686,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,6365,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955119.473691,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,6366,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955119.473695,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,6367,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591955119.4737,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,6368,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591955119.473702,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,6369,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591955120.473454,78,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,6370,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591955120.473484,81,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,6371,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591955120.4734929,81,,,192.168.0.174,10.16.100.73,24,43063,1883,MQTT,MQTT_Kaggle.pcap,6372,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,82,IP,66,TCP,46,1591955120.473508,82,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,6373,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,14.0,MQTTPublish,12.0
CookedLinux,81,IP,65,TCP,45,1591955120.473521,81,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,6374,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
