layers_0,length_0,layers_1,length_1,layers_2,length_2,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,application,filename,num_packet,mac_src_custom,mac_dst_custom,layers_3,length_3,layers_4,length_4,layers_5,length_5
Ether,66,IP,52,TCP,32.0,1581674993.805221,66,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,16.0,43694.0,1883.0,MQTT,MQTT_IEEE.pcap,4969,50:02:91:44:59:D5,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581674993.8052711,115,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,24.0,43694.0,1883.0,MQTT,MQTT_IEEE.pcap,4970,50:02:91:44:59:D5,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,66,IP,52,TCP,32.0,1581674993.805388,66,50:00:00:01:00:03,00:50:00:00:0d:00,192.168.1.7,10.0.0.6,16.0,1883.0,43694.0,MQTT,MQTT_IEEE.pcap,4971,50:02:91:22:1A:8C,50:02:91:44:59:D5,,,,,,
Ether,70,IP,56,TCP,36.0,1581674993.805406,70,50:00:00:01:00:03,00:50:00:00:0d:00,192.168.1.7,10.0.0.6,24.0,1883.0,43694.0,MQTT,MQTT_IEEE.pcap,4972,50:02:91:22:1A:8C,50:02:91:44:59:D5,MQTT,4.0,MQTTConnack,2.0,,
Ether,66,IP,52,TCP,32.0,1581674993.80563,66,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,16.0,43694.0,1883.0,MQTT,MQTT_IEEE.pcap,4973,50:02:91:44:59:D5,50:02:91:22:1A:8C,,,,,,
Ether,87,IP,73,TCP,53.0,1581674993.8057358,87,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,24.0,43694.0,1883.0,MQTT,MQTT_IEEE.pcap,4974,50:02:91:44:59:D5,50:02:91:22:1A:8C,MQTT,21.0,MQTTPublish,19.0,,
Ether,68,IP,54,TCP,34.0,1581674993.8057868,68,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,25.0,43694.0,1883.0,MQTT,MQTT_IEEE.pcap,4975,50:02:91:44:59:D5,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581674993.805944,66,50:00:00:01:00:03,00:50:00:00:0d:00,192.168.1.7,10.0.0.6,16.0,1883.0,43694.0,MQTT,MQTT_IEEE.pcap,4976,50:02:91:22:1A:8C,50:02:91:44:59:D5,,,,,,
Ether,66,IP,52,TCP,32.0,1581674993.805949,66,50:00:00:01:00:03,00:50:00:00:0d:00,192.168.1.7,10.0.0.6,17.0,1883.0,43694.0,MQTT,MQTT_IEEE.pcap,4977,50:02:91:22:1A:8C,50:02:91:44:59:D5,,,,,,
Ether,66,IP,52,TCP,32.0,1581674993.806211,66,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,16.0,43694.0,1883.0,MQTT,MQTT_IEEE.pcap,4978,50:02:91:44:59:D5,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674994.1723971,74,00:50:00:00:0c:00,50:00:00:01:00:03,10.0.0.5,192.168.1.7,2.0,56634.0,1883.0,MQTT,MQTT_IEEE.pcap,4981,50:02:91:EA:4E:80,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674994.172935,74,50:00:00:01:00:03,00:50:00:00:0c:00,192.168.1.7,10.0.0.5,18.0,1883.0,56634.0,MQTT,MQTT_IEEE.pcap,4982,50:02:91:22:1A:8C,50:02:91:EA:4E:80,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.1733608,66,00:50:00:00:0c:00,50:00:00:01:00:03,10.0.0.5,192.168.1.7,16.0,56634.0,1883.0,MQTT,MQTT_IEEE.pcap,4983,50:02:91:EA:4E:80,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581674994.173538,115,00:50:00:00:0c:00,50:00:00:01:00:03,10.0.0.5,192.168.1.7,24.0,56634.0,1883.0,MQTT,MQTT_IEEE.pcap,4984,50:02:91:EA:4E:80,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,66,IP,52,TCP,32.0,1581674994.1738038,66,50:00:00:01:00:03,00:50:00:00:0c:00,192.168.1.7,10.0.0.5,16.0,1883.0,56634.0,MQTT,MQTT_IEEE.pcap,4985,50:02:91:22:1A:8C,50:02:91:EA:4E:80,,,,,,
Ether,70,IP,56,TCP,36.0,1581674994.173811,70,50:00:00:01:00:03,00:50:00:00:0c:00,192.168.1.7,10.0.0.5,24.0,1883.0,56634.0,MQTT,MQTT_IEEE.pcap,4986,50:02:91:22:1A:8C,50:02:91:EA:4E:80,MQTT,4.0,MQTTConnack,2.0,,
Ether,66,IP,52,TCP,32.0,1581674994.17412,66,00:50:00:00:0c:00,50:00:00:01:00:03,10.0.0.5,192.168.1.7,16.0,56634.0,1883.0,MQTT,MQTT_IEEE.pcap,4987,50:02:91:EA:4E:80,50:02:91:22:1A:8C,,,,,,
Ether,86,IP,72,TCP,52.0,1581674994.17425,86,00:50:00:00:0c:00,50:00:00:01:00:03,10.0.0.5,192.168.1.7,24.0,56634.0,1883.0,MQTT,MQTT_IEEE.pcap,4988,50:02:91:EA:4E:80,50:02:91:22:1A:8C,MQTT,20.0,MQTTPublish,18.0,,
Ether,68,IP,54,TCP,34.0,1581674994.174283,68,00:50:00:00:0c:00,50:00:00:01:00:03,10.0.0.5,192.168.1.7,25.0,56634.0,1883.0,MQTT,MQTT_IEEE.pcap,4989,50:02:91:EA:4E:80,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581674994.1751802,66,50:00:00:01:00:03,00:50:00:00:0c:00,192.168.1.7,10.0.0.5,16.0,1883.0,56634.0,MQTT,MQTT_IEEE.pcap,4990,50:02:91:22:1A:8C,50:02:91:EA:4E:80,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.175188,66,50:00:00:01:00:03,00:50:00:00:0c:00,192.168.1.7,10.0.0.5,17.0,1883.0,56634.0,MQTT,MQTT_IEEE.pcap,4991,50:02:91:22:1A:8C,50:02:91:EA:4E:80,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.1754632,66,00:50:00:00:0c:00,50:00:00:01:00:03,10.0.0.5,192.168.1.7,16.0,56634.0,1883.0,MQTT,MQTT_IEEE.pcap,4992,50:02:91:EA:4E:80,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674994.233384,74,00:50:00:00:1f:00,50:00:00:01:00:03,10.0.0.23,8.8.8.8,2.0,39778.0,53.0,OTHERS,MQTT_IEEE.pcap,5003,50:02:91:21:8E:5C,50:02:91:1F:C3:57,,,,,,
Ether,74,IP,60,TCP,40.0,1581674994.3057652,74,00:50:00:00:15:00,50:00:00:01:00:03,10.0.0.11,192.168.1.7,2.0,51968.0,1883.0,MQTT,MQTT_IEEE.pcap,5004,50:02:91:55:8E:56,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674994.3063,74,50:00:00:01:00:03,00:50:00:00:15:00,192.168.1.7,10.0.0.11,18.0,1883.0,51968.0,MQTT,MQTT_IEEE.pcap,5005,50:02:91:22:1A:8C,50:02:91:55:8E:56,,,,,,
Ether,74,IP,60,TCP,40.0,1581674994.306378,74,00:50:00:00:17:00,50:00:00:01:00:03,10.0.0.14,192.168.1.7,2.0,54264.0,1883.0,MQTT,MQTT_IEEE.pcap,5006,50:02:91:1E:08:55,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674994.306804,74,50:00:00:01:00:03,00:50:00:00:17:00,192.168.1.7,10.0.0.14,18.0,1883.0,54264.0,MQTT,MQTT_IEEE.pcap,5007,50:02:91:22:1A:8C,50:02:91:1E:08:55,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.306922,66,00:50:00:00:15:00,50:00:00:01:00:03,10.0.0.11,192.168.1.7,16.0,51968.0,1883.0,MQTT,MQTT_IEEE.pcap,5008,50:02:91:55:8E:56,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581674994.307122,115,00:50:00:00:15:00,50:00:00:01:00:03,10.0.0.11,192.168.1.7,24.0,51968.0,1883.0,MQTT,MQTT_IEEE.pcap,5009,50:02:91:55:8E:56,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,66,IP,52,TCP,32.0,1581674994.3073812,66,00:50:00:00:17:00,50:00:00:01:00:03,10.0.0.14,192.168.1.7,16.0,54264.0,1883.0,MQTT,MQTT_IEEE.pcap,5010,50:02:91:1E:08:55,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.307561,66,50:00:00:01:00:03,00:50:00:00:15:00,192.168.1.7,10.0.0.11,16.0,1883.0,51968.0,MQTT,MQTT_IEEE.pcap,5011,50:02:91:22:1A:8C,50:02:91:55:8E:56,,,,,,
Ether,70,IP,56,TCP,36.0,1581674994.307615,70,50:00:00:01:00:03,00:50:00:00:15:00,192.168.1.7,10.0.0.11,24.0,1883.0,51968.0,MQTT,MQTT_IEEE.pcap,5012,50:02:91:22:1A:8C,50:02:91:55:8E:56,MQTT,4.0,MQTTConnack,2.0,,
Ether,115,IP,101,TCP,81.0,1581674994.3079062,115,00:50:00:00:17:00,50:00:00:01:00:03,10.0.0.14,192.168.1.7,24.0,54264.0,1883.0,MQTT,MQTT_IEEE.pcap,5013,50:02:91:1E:08:55,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,66,IP,52,TCP,32.0,1581674994.308214,66,00:50:00:00:15:00,50:00:00:01:00:03,10.0.0.11,192.168.1.7,16.0,51968.0,1883.0,MQTT,MQTT_IEEE.pcap,5014,50:02:91:55:8E:56,50:02:91:22:1A:8C,,,,,,
Ether,130,IP,116,TCP,96.0,1581674994.3082929,130,00:50:00:00:15:00,50:00:00:01:00:03,10.0.0.11,192.168.1.7,24.0,51968.0,1883.0,MQTT,MQTT_IEEE.pcap,5015,50:02:91:55:8E:56,50:02:91:22:1A:8C,MQTT,64.0,MQTTPublish,62.0,,
Ether,66,IP,52,TCP,32.0,1581674994.308302,66,50:00:00:01:00:03,00:50:00:00:17:00,192.168.1.7,10.0.0.14,16.0,1883.0,54264.0,MQTT,MQTT_IEEE.pcap,5016,50:02:91:22:1A:8C,50:02:91:1E:08:55,,,,,,
Ether,70,IP,56,TCP,36.0,1581674994.308451,70,50:00:00:01:00:03,00:50:00:00:17:00,192.168.1.7,10.0.0.14,24.0,1883.0,54264.0,MQTT,MQTT_IEEE.pcap,5017,50:02:91:22:1A:8C,50:02:91:1E:08:55,MQTT,4.0,MQTTConnack,2.0,,
Ether,68,IP,54,TCP,34.0,1581674994.308523,68,00:50:00:00:15:00,50:00:00:01:00:03,10.0.0.11,192.168.1.7,25.0,51968.0,1883.0,MQTT,MQTT_IEEE.pcap,5018,50:02:91:55:8E:56,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581674994.308892,66,50:00:00:01:00:03,00:50:00:00:15:00,192.168.1.7,10.0.0.11,16.0,1883.0,51968.0,MQTT,MQTT_IEEE.pcap,5019,50:02:91:22:1A:8C,50:02:91:55:8E:56,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.308901,66,50:00:00:01:00:03,00:50:00:00:15:00,192.168.1.7,10.0.0.11,17.0,1883.0,51968.0,MQTT,MQTT_IEEE.pcap,5020,50:02:91:22:1A:8C,50:02:91:55:8E:56,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.309081,66,00:50:00:00:17:00,50:00:00:01:00:03,10.0.0.14,192.168.1.7,16.0,54264.0,1883.0,MQTT,MQTT_IEEE.pcap,5021,50:02:91:1E:08:55,50:02:91:22:1A:8C,,,,,,
Ether,173,IP,159,TCP,139.0,1581674994.30943,173,00:50:00:00:17:00,50:00:00:01:00:03,10.0.0.14,192.168.1.7,24.0,54264.0,1883.0,MQTT,MQTT_IEEE.pcap,5022,50:02:91:1E:08:55,50:02:91:22:1A:8C,MQTT,107.0,MQTTPublish,105.0,,
Ether,68,IP,54,TCP,34.0,1581674994.309438,68,00:50:00:00:17:00,50:00:00:01:00:03,10.0.0.14,192.168.1.7,25.0,54264.0,1883.0,MQTT,MQTT_IEEE.pcap,5023,50:02:91:1E:08:55,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581674994.309558,66,00:50:00:00:15:00,50:00:00:01:00:03,10.0.0.11,192.168.1.7,16.0,51968.0,1883.0,MQTT,MQTT_IEEE.pcap,5024,50:02:91:55:8E:56,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.309725,66,50:00:00:01:00:03,00:50:00:00:17:00,192.168.1.7,10.0.0.14,16.0,1883.0,54264.0,MQTT,MQTT_IEEE.pcap,5025,50:02:91:22:1A:8C,50:02:91:1E:08:55,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.3097632,66,50:00:00:01:00:03,00:50:00:00:17:00,192.168.1.7,10.0.0.14,17.0,1883.0,54264.0,MQTT,MQTT_IEEE.pcap,5026,50:02:91:22:1A:8C,50:02:91:1E:08:55,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.310097,66,00:50:00:00:17:00,50:00:00:01:00:03,10.0.0.14,192.168.1.7,16.0,54264.0,1883.0,MQTT,MQTT_IEEE.pcap,5027,50:02:91:1E:08:55,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674994.615387,74,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,2.0,38114.0,1883.0,MQTT,MQTT_IEEE.pcap,5031,50:02:91:91:08:40,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674994.615515,74,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,2.0,35130.0,1883.0,MQTT,MQTT_IEEE.pcap,5032,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674994.615711,74,50:00:00:01:00:03,00:50:00:00:13:00,192.168.1.7,10.0.0.13,18.0,1883.0,38114.0,MQTT,MQTT_IEEE.pcap,5033,50:02:91:22:1A:8C,50:02:91:91:08:40,,,,,,
Ether,74,IP,60,TCP,40.0,1581674994.615717,74,50:00:00:01:00:03,00:50:00:00:1a:00,192.168.1.7,10.0.0.17,18.0,1883.0,35130.0,MQTT,MQTT_IEEE.pcap,5034,50:02:91:22:1A:8C,50:02:91:8F:C6:4F,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.6160731,66,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,16.0,35130.0,1883.0,MQTT,MQTT_IEEE.pcap,5035,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581674994.616093,115,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,24.0,35130.0,1883.0,MQTT,MQTT_IEEE.pcap,5036,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,66,IP,52,TCP,32.0,1581674994.616153,66,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,16.0,38114.0,1883.0,MQTT,MQTT_IEEE.pcap,5037,50:02:91:91:08:40,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581674994.616157,115,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,24.0,38114.0,1883.0,MQTT,MQTT_IEEE.pcap,5038,50:02:91:91:08:40,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,66,IP,52,TCP,32.0,1581674994.61638,66,50:00:00:01:00:03,00:50:00:00:1a:00,192.168.1.7,10.0.0.17,16.0,1883.0,35130.0,MQTT,MQTT_IEEE.pcap,5039,50:02:91:22:1A:8C,50:02:91:8F:C6:4F,,,,,,
Ether,70,IP,56,TCP,36.0,1581674994.616442,70,50:00:00:01:00:03,00:50:00:00:1a:00,192.168.1.7,10.0.0.17,24.0,1883.0,35130.0,MQTT,MQTT_IEEE.pcap,5040,50:02:91:22:1A:8C,50:02:91:8F:C6:4F,MQTT,4.0,MQTTConnack,2.0,,
Ether,66,IP,52,TCP,32.0,1581674994.616502,66,50:00:00:01:00:03,00:50:00:00:13:00,192.168.1.7,10.0.0.13,16.0,1883.0,38114.0,MQTT,MQTT_IEEE.pcap,5041,50:02:91:22:1A:8C,50:02:91:91:08:40,,,,,,
Ether,70,IP,56,TCP,36.0,1581674994.616507,70,50:00:00:01:00:03,00:50:00:00:13:00,192.168.1.7,10.0.0.13,24.0,1883.0,38114.0,MQTT,MQTT_IEEE.pcap,5042,50:02:91:22:1A:8C,50:02:91:91:08:40,MQTT,4.0,MQTTConnack,2.0,,
Ether,66,IP,52,TCP,32.0,1581674994.617173,66,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,16.0,35130.0,1883.0,MQTT,MQTT_IEEE.pcap,5043,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.6173038,66,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,16.0,38114.0,1883.0,MQTT,MQTT_IEEE.pcap,5044,50:02:91:91:08:40,50:02:91:22:1A:8C,,,,,,
Ether,103,IP,89,TCP,69.0,1581674994.617309,103,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,24.0,38114.0,1883.0,MQTT,MQTT_IEEE.pcap,5045,50:02:91:91:08:40,50:02:91:22:1A:8C,MQTT,37.0,MQTTPublish,35.0,,
Ether,68,IP,54,TCP,34.0,1581674994.617322,68,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,25.0,38114.0,1883.0,MQTT,MQTT_IEEE.pcap,5046,50:02:91:91:08:40,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,74,IP,60,TCP,40.0,1581674994.617329,74,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,2.0,39844.0,1883.0,MQTT,MQTT_IEEE.pcap,5047,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,,,,,,
Ether,87,IP,73,TCP,53.0,1581674994.617369,87,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,24.0,35130.0,1883.0,MQTT,MQTT_IEEE.pcap,5048,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,MQTT,21.0,MQTTPublish,19.0,,
Ether,68,IP,54,TCP,34.0,1581674994.617376,68,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,25.0,35130.0,1883.0,MQTT,MQTT_IEEE.pcap,5049,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,74,IP,60,TCP,40.0,1581674994.617552,74,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,18.0,1883.0,39844.0,MQTT,MQTT_IEEE.pcap,5050,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.617594,66,50:00:00:01:00:03,00:50:00:00:1a:00,192.168.1.7,10.0.0.17,16.0,1883.0,35130.0,MQTT,MQTT_IEEE.pcap,5051,50:02:91:22:1A:8C,50:02:91:8F:C6:4F,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.617619,66,50:00:00:01:00:03,00:50:00:00:1a:00,192.168.1.7,10.0.0.17,17.0,1883.0,35130.0,MQTT,MQTT_IEEE.pcap,5052,50:02:91:22:1A:8C,50:02:91:8F:C6:4F,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.617623,66,50:00:00:01:00:03,00:50:00:00:13:00,192.168.1.7,10.0.0.13,16.0,1883.0,38114.0,MQTT,MQTT_IEEE.pcap,5053,50:02:91:22:1A:8C,50:02:91:91:08:40,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.617625,66,50:00:00:01:00:03,00:50:00:00:13:00,192.168.1.7,10.0.0.13,17.0,1883.0,38114.0,MQTT,MQTT_IEEE.pcap,5054,50:02:91:22:1A:8C,50:02:91:91:08:40,,,,,,
Ether,74,IP,60,TCP,40.0,1581674994.617738,74,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,2.0,58348.0,1883.0,MQTT,MQTT_IEEE.pcap,5055,50:02:91:06:3C:94,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.6179051,66,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,16.0,39844.0,1883.0,MQTT,MQTT_IEEE.pcap,5056,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674994.617977,74,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,18.0,1883.0,58348.0,MQTT,MQTT_IEEE.pcap,5057,50:02:91:22:1A:8C,50:02:91:06:3C:94,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.617987,66,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,16.0,38114.0,1883.0,MQTT,MQTT_IEEE.pcap,5058,50:02:91:91:08:40,50:02:91:22:1A:8C,,,,,,
Ether,114,IP,100,TCP,80.0,1581674994.617992,114,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,24.0,39844.0,1883.0,MQTT,MQTT_IEEE.pcap,5059,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,MQTT,48.0,MQTTConnect,46.0,,
Ether,66,IP,52,TCP,32.0,1581674994.618063,66,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,16.0,35130.0,1883.0,MQTT,MQTT_IEEE.pcap,5060,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.618226,66,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,16.0,1883.0,39844.0,MQTT,MQTT_IEEE.pcap,5061,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,,,,,,
Ether,70,IP,56,TCP,36.0,1581674994.6182551,70,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,24.0,1883.0,39844.0,MQTT,MQTT_IEEE.pcap,5062,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,MQTT,4.0,MQTTConnack,2.0,,
Ether,66,IP,52,TCP,32.0,1581674994.618286,66,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,16.0,58348.0,1883.0,MQTT,MQTT_IEEE.pcap,5063,50:02:91:06:3C:94,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581674994.61831,115,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,24.0,58348.0,1883.0,MQTT,MQTT_IEEE.pcap,5064,50:02:91:06:3C:94,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,74,IP,60,TCP,40.0,1581674994.6185038,74,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,2.0,59024.0,1883.0,MQTT,MQTT_IEEE.pcap,5065,50:02:91:CE:64:2E,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.619087,66,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,16.0,1883.0,58348.0,MQTT,MQTT_IEEE.pcap,5066,50:02:91:22:1A:8C,50:02:91:06:3C:94,,,,,,
Ether,74,IP,60,TCP,40.0,1581674994.619093,74,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,18.0,1883.0,59024.0,MQTT,MQTT_IEEE.pcap,5067,50:02:91:22:1A:8C,50:02:91:CE:64:2E,,,,,,
Ether,70,IP,56,TCP,36.0,1581674994.619119,70,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,24.0,1883.0,58348.0,MQTT,MQTT_IEEE.pcap,5068,50:02:91:22:1A:8C,50:02:91:06:3C:94,MQTT,4.0,MQTTConnack,2.0,,
Ether,66,IP,52,TCP,32.0,1581674994.61914,66,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,16.0,39844.0,1883.0,MQTT,MQTT_IEEE.pcap,5069,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,,,,,,
Ether,105,IP,91,TCP,71.0,1581674994.619143,105,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,24.0,39844.0,1883.0,MQTT,MQTT_IEEE.pcap,5070,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,MQTT,39.0,MQTTPublish,37.0,,
Ether,68,IP,54,TCP,34.0,1581674994.619149,68,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,25.0,39844.0,1883.0,MQTT,MQTT_IEEE.pcap,5071,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581674994.619357,66,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,16.0,1883.0,39844.0,MQTT,MQTT_IEEE.pcap,5072,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.619362,66,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,17.0,1883.0,39844.0,MQTT,MQTT_IEEE.pcap,5073,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,,,,,,
Ether,66,IP,52,TCP,32.0,1581674994.6199071,66,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,16.0,59024.0,1883.0,MQTT,MQTT_IEEE.pcap,5074,50:02:91:CE:64:2E,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581674994.619911,115,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,24.0,59024.0,1883.0,MQTT,MQTT_IEEE.pcap,5075,50:02:91:CE:64:2E,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,66,IP,52,TCP,32.0,1581674994.619914,66,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,16.0,58348.0,1883.0,MQTT,MQTT_IEEE.pcap,5076,50:02:91:06:3C:94,50:02:91:22:1A:8C,,,,,,
Ether,87,IP,73,TCP,53.0,1581674994.619919,87,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,24.0,58348.0,1883.0,MQTT,MQTT_IEEE.pcap,5077,50:02:91:06:3C:94,50:02:91:22:1A:8C,MQTT,21.0,MQTTPublish,19.0,,
Ether,68,IP,54,TCP,34.0,1581674994.619924,68,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,25.0,58348.0,1883.0,MQTT,MQTT_IEEE.pcap,5078,50:02:91:06:3C:94,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581674994.620101,66,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,16.0,1883.0,59024.0,MQTT,MQTT_IEEE.pcap,5079,50:02:91:22:1A:8C,50:02:91:CE:64:2E,,,,,,
