layers_0,length_0,layers_1,length_1,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,application,filename,num_packet,mac_src_custom,mac_dst_custom,layers_2,length_2,layers_3,length_3,layers_4,length_4,payload_layers,header_length,payload_length,flow_id_mac,flow_id_ip,flow_id
IP,73,TCP,53.0,1581675003.677594,73,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,24.0,35148.0,1883.0,MQTT,MQTT_IEEE.pcap,6491,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,MQTT,21.0,MQTTPublish,19.0,None,0,4.0,54.0,19.0,22.0,22.0,138508.0
IP,54,TCP,34.0,1581675003.677614,54,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,25.0,35148.0,1883.0,MQTT,MQTT_IEEE.pcap,6492,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,MQTT,2.0,None,0.0,None,0,3.0,52.0,2.0,22.0,22.0,138508.0
IP,52,TCP,32.0,1581675003.678108,52,50:00:00:01:00:03,00:50:00:00:1a:00,192.168.1.7,10.0.0.17,16.0,1883.0,35148.0,MQTT,MQTT_IEEE.pcap,6493,50:02:91:22:1A:8C,50:02:91:8F:C6:4F,None,0.0,None,0.0,None,0,2.0,20.0,32.0,22.0,22.0,138508.0
IP,52,TCP,32.0,1581675003.678113,52,50:00:00:01:00:03,00:50:00:00:1a:00,192.168.1.7,10.0.0.17,17.0,1883.0,35148.0,MQTT,MQTT_IEEE.pcap,6494,50:02:91:22:1A:8C,50:02:91:8F:C6:4F,None,0.0,None,0.0,None,0,2.0,20.0,32.0,22.0,22.0,138508.0
IP,52,TCP,32.0,1581675003.678304,52,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,16.0,35148.0,1883.0,MQTT,MQTT_IEEE.pcap,6495,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,22.0,22.0,138508.0
IP,60,TCP,40.0,1581675003.679546,60,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,2.0,39862.0,1883.0,MQTT,MQTT_IEEE.pcap,6496,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,40.0,11.0,11.0,105271.0
IP,60,TCP,40.0,1581675003.679852,60,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,18.0,1883.0,39862.0,MQTT,MQTT_IEEE.pcap,6497,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,None,0.0,None,0.0,None,0,2.0,20.0,40.0,11.0,11.0,105271.0
IP,60,TCP,40.0,1581675003.68006,60,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,2.0,38132.0,1883.0,MQTT,MQTT_IEEE.pcap,6498,50:02:91:91:08:40,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,40.0,23.0,23.0,111918.0
IP,52,TCP,32.0,1581675003.680197,52,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,16.0,39862.0,1883.0,MQTT,MQTT_IEEE.pcap,6499,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,11.0,11.0,105271.0
IP,100,TCP,80.0,1581675003.680202,100,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,24.0,39862.0,1883.0,MQTT,MQTT_IEEE.pcap,6500,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,MQTT,48.0,MQTTConnect,46.0,None,0,4.0,54.0,46.0,11.0,11.0,105271.0
IP,60,TCP,40.0,1581675003.680251,60,50:00:00:01:00:03,00:50:00:00:13:00,192.168.1.7,10.0.0.13,18.0,1883.0,38132.0,MQTT,MQTT_IEEE.pcap,6501,50:02:91:22:1A:8C,50:02:91:91:08:40,None,0.0,None,0.0,None,0,2.0,20.0,40.0,23.0,23.0,111918.0
IP,52,TCP,32.0,1581675003.680378,52,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,16.0,1883.0,39862.0,MQTT,MQTT_IEEE.pcap,6502,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,None,0.0,None,0.0,None,0,2.0,20.0,32.0,11.0,11.0,105271.0
IP,56,TCP,36.0,1581675003.68042,56,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,24.0,1883.0,39862.0,MQTT,MQTT_IEEE.pcap,6503,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,MQTT,4.0,MQTTConnack,2.0,None,0,4.0,54.0,2.0,11.0,11.0,105271.0
IP,52,TCP,32.0,1581675003.6805394,52,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,16.0,38132.0,1883.0,MQTT,MQTT_IEEE.pcap,6504,50:02:91:91:08:40,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,23.0,23.0,111918.0
IP,101,TCP,81.0,1581675003.680565,101,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,24.0,38132.0,1883.0,MQTT,MQTT_IEEE.pcap,6505,50:02:91:91:08:40,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,None,0,4.0,54.0,47.0,23.0,23.0,111918.0
IP,52,TCP,32.0,1581675003.680664,52,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,16.0,39862.0,1883.0,MQTT,MQTT_IEEE.pcap,6506,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,11.0,11.0,105271.0
IP,91,TCP,71.0,1581675003.680769,91,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,24.0,39862.0,1883.0,MQTT,MQTT_IEEE.pcap,6507,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,MQTT,39.0,MQTTPublish,37.0,None,0,4.0,54.0,37.0,11.0,11.0,105271.0
IP,54,TCP,34.0,1581675003.680774,54,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,25.0,39862.0,1883.0,MQTT,MQTT_IEEE.pcap,6508,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,MQTT,2.0,None,0.0,None,0,3.0,52.0,2.0,11.0,11.0,105271.0
IP,60,TCP,40.0,1581675003.680916,60,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,2.0,58366.0,1883.0,MQTT,MQTT_IEEE.pcap,6509,50:02:91:06:3C:94,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,40.0,9.0,9.0,163740.0
IP,60,TCP,40.0,1581675003.6809402,60,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,2.0,59042.0,1883.0,MQTT,MQTT_IEEE.pcap,6510,50:02:91:CE:64:2E,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,40.0,24.0,24.0,137489.0
IP,52,TCP,32.0,1581675003.681285,52,50:00:00:01:00:03,00:50:00:00:13:00,192.168.1.7,10.0.0.13,16.0,1883.0,38132.0,MQTT,MQTT_IEEE.pcap,6511,50:02:91:22:1A:8C,50:02:91:91:08:40,None,0.0,None,0.0,None,0,2.0,20.0,32.0,23.0,23.0,111918.0
IP,60,TCP,40.0,1581675003.681289,60,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,18.0,1883.0,58366.0,MQTT,MQTT_IEEE.pcap,6512,50:02:91:22:1A:8C,50:02:91:06:3C:94,None,0.0,None,0.0,None,0,2.0,20.0,40.0,9.0,9.0,163740.0
IP,60,TCP,40.0,1581675003.681306,60,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,18.0,1883.0,59042.0,MQTT,MQTT_IEEE.pcap,6513,50:02:91:22:1A:8C,50:02:91:CE:64:2E,None,0.0,None,0.0,None,0,2.0,20.0,40.0,24.0,24.0,137489.0
IP,52,TCP,32.0,1581675003.681437,52,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,16.0,1883.0,39862.0,MQTT,MQTT_IEEE.pcap,6514,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,None,0.0,None,0.0,None,0,2.0,20.0,32.0,11.0,11.0,105271.0
IP,52,TCP,32.0,1581675003.681443,52,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,17.0,1883.0,39862.0,MQTT,MQTT_IEEE.pcap,6515,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,None,0.0,None,0.0,None,0,2.0,20.0,32.0,11.0,11.0,105271.0
IP,56,TCP,36.0,1581675003.681466,56,50:00:00:01:00:03,00:50:00:00:13:00,192.168.1.7,10.0.0.13,24.0,1883.0,38132.0,MQTT,MQTT_IEEE.pcap,6516,50:02:91:22:1A:8C,50:02:91:91:08:40,MQTT,4.0,MQTTConnack,2.0,None,0,4.0,54.0,2.0,23.0,23.0,111918.0
IP,52,TCP,32.0,1581675003.6816142,52,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,16.0,58366.0,1883.0,MQTT,MQTT_IEEE.pcap,6517,50:02:91:06:3C:94,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,9.0,9.0,163740.0
IP,101,TCP,81.0,1581675003.681621,101,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,24.0,58366.0,1883.0,MQTT,MQTT_IEEE.pcap,6518,50:02:91:06:3C:94,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,None,0,4.0,54.0,47.0,9.0,9.0,163740.0
IP,52,TCP,32.0,1581675003.68164,52,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,16.0,59042.0,1883.0,MQTT,MQTT_IEEE.pcap,6519,50:02:91:CE:64:2E,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,24.0,24.0,137489.0
IP,101,TCP,81.0,1581675003.681667,101,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,24.0,59042.0,1883.0,MQTT,MQTT_IEEE.pcap,6520,50:02:91:CE:64:2E,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,None,0,4.0,54.0,47.0,24.0,24.0,137489.0
IP,52,TCP,32.0,1581675003.6817286,52,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,16.0,38132.0,1883.0,MQTT,MQTT_IEEE.pcap,6521,50:02:91:91:08:40,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,23.0,23.0,111918.0
IP,52,TCP,32.0,1581675003.681734,52,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,16.0,39862.0,1883.0,MQTT,MQTT_IEEE.pcap,6522,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,11.0,11.0,105271.0
IP,52,TCP,32.0,1581675003.681773,52,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,16.0,1883.0,58366.0,MQTT,MQTT_IEEE.pcap,6523,50:02:91:22:1A:8C,50:02:91:06:3C:94,None,0.0,None,0.0,None,0,2.0,20.0,32.0,9.0,9.0,163740.0
IP,93,TCP,73.0,1581675003.681784,93,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,24.0,38132.0,1883.0,MQTT,MQTT_IEEE.pcap,6524,50:02:91:91:08:40,50:02:91:22:1A:8C,MQTT,41.0,MQTTPublish,39.0,None,0,4.0,54.0,39.0,23.0,23.0,111918.0
IP,54,TCP,34.0,1581675003.681801,54,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,25.0,38132.0,1883.0,MQTT,MQTT_IEEE.pcap,6525,50:02:91:91:08:40,50:02:91:22:1A:8C,MQTT,2.0,None,0.0,None,0,3.0,52.0,2.0,23.0,23.0,111918.0
IP,52,TCP,32.0,1581675003.681842,52,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,16.0,1883.0,59042.0,MQTT,MQTT_IEEE.pcap,6526,50:02:91:22:1A:8C,50:02:91:CE:64:2E,None,0.0,None,0.0,None,0,2.0,20.0,32.0,24.0,24.0,137489.0
IP,56,TCP,36.0,1581675003.681847,56,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,24.0,1883.0,58366.0,MQTT,MQTT_IEEE.pcap,6527,50:02:91:22:1A:8C,50:02:91:06:3C:94,MQTT,4.0,MQTTConnack,2.0,None,0,4.0,54.0,2.0,9.0,9.0,163740.0
IP,56,TCP,36.0,1581675003.68187,56,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,24.0,1883.0,59042.0,MQTT,MQTT_IEEE.pcap,6528,50:02:91:22:1A:8C,50:02:91:CE:64:2E,MQTT,4.0,MQTTConnack,2.0,None,0,4.0,54.0,2.0,24.0,24.0,137489.0
IP,52,TCP,32.0,1581675003.681984,52,50:00:00:01:00:03,00:50:00:00:13:00,192.168.1.7,10.0.0.13,16.0,1883.0,38132.0,MQTT,MQTT_IEEE.pcap,6529,50:02:91:22:1A:8C,50:02:91:91:08:40,None,0.0,None,0.0,None,0,2.0,20.0,32.0,23.0,23.0,111918.0
IP,52,TCP,32.0,1581675003.681988,52,50:00:00:01:00:03,00:50:00:00:13:00,192.168.1.7,10.0.0.13,17.0,1883.0,38132.0,MQTT,MQTT_IEEE.pcap,6530,50:02:91:22:1A:8C,50:02:91:91:08:40,None,0.0,None,0.0,None,0,2.0,20.0,32.0,23.0,23.0,111918.0
IP,52,TCP,32.0,1581675003.682137,52,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,16.0,58366.0,1883.0,MQTT,MQTT_IEEE.pcap,6531,50:02:91:06:3C:94,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,9.0,9.0,163740.0
IP,72,TCP,52.0,1581675003.682166,72,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,24.0,58366.0,1883.0,MQTT,MQTT_IEEE.pcap,6532,50:02:91:06:3C:94,50:02:91:22:1A:8C,MQTT,20.0,MQTTPublish,18.0,None,0,4.0,54.0,18.0,9.0,9.0,163740.0
IP,54,TCP,34.0,1581675003.682207,54,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,25.0,58366.0,1883.0,MQTT,MQTT_IEEE.pcap,6533,50:02:91:06:3C:94,50:02:91:22:1A:8C,MQTT,2.0,None,0.0,None,0,3.0,52.0,2.0,9.0,9.0,163740.0
IP,52,TCP,32.0,1581675003.6823132,52,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,16.0,38132.0,1883.0,MQTT,MQTT_IEEE.pcap,6534,50:02:91:91:08:40,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,23.0,23.0,111918.0
IP,52,TCP,32.0,1581675003.682446,52,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,16.0,1883.0,58366.0,MQTT,MQTT_IEEE.pcap,6535,50:02:91:22:1A:8C,50:02:91:06:3C:94,None,0.0,None,0.0,None,0,2.0,20.0,32.0,9.0,9.0,163740.0
IP,52,TCP,32.0,1581675003.682464,52,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,17.0,1883.0,58366.0,MQTT,MQTT_IEEE.pcap,6536,50:02:91:22:1A:8C,50:02:91:06:3C:94,None,0.0,None,0.0,None,0,2.0,20.0,32.0,9.0,9.0,163740.0
IP,52,TCP,32.0,1581675003.682503,52,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,16.0,59042.0,1883.0,MQTT,MQTT_IEEE.pcap,6537,50:02:91:CE:64:2E,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,24.0,24.0,137489.0
IP,73,TCP,53.0,1581675003.682582,73,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,24.0,59042.0,1883.0,MQTT,MQTT_IEEE.pcap,6538,50:02:91:CE:64:2E,50:02:91:22:1A:8C,MQTT,21.0,MQTTPublish,19.0,None,0,4.0,54.0,19.0,24.0,24.0,137489.0
IP,52,TCP,32.0,1581675003.682758,52,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,16.0,58366.0,1883.0,MQTT,MQTT_IEEE.pcap,6539,50:02:91:06:3C:94,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,9.0,9.0,163740.0
IP,54,TCP,34.0,1581675003.683135,54,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,25.0,59042.0,1883.0,MQTT,MQTT_IEEE.pcap,6540,50:02:91:CE:64:2E,50:02:91:22:1A:8C,MQTT,2.0,None,0.0,None,0,3.0,52.0,2.0,24.0,24.0,137489.0
IP,52,TCP,32.0,1581675003.6832411,52,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,16.0,1883.0,59042.0,MQTT,MQTT_IEEE.pcap,6541,50:02:91:22:1A:8C,50:02:91:CE:64:2E,None,0.0,None,0.0,None,0,2.0,20.0,32.0,24.0,24.0,137489.0
IP,52,TCP,32.0,1581675003.683245,52,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,17.0,1883.0,59042.0,MQTT,MQTT_IEEE.pcap,6542,50:02:91:22:1A:8C,50:02:91:CE:64:2E,None,0.0,None,0.0,None,0,2.0,20.0,32.0,24.0,24.0,137489.0
IP,52,TCP,32.0,1581675003.683413,52,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,16.0,59042.0,1883.0,MQTT,MQTT_IEEE.pcap,6543,50:02:91:CE:64:2E,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,24.0,24.0,137489.0
IP,60,TCP,40.0,1581675003.850934,60,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,2.0,37964.0,1883.0,MQTT,MQTT_IEEE.pcap,6545,50:02:91:18:43:4F,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,40.0,10.0,10.0,165097.0
IP,60,TCP,40.0,1581675003.8510714,60,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,2.0,40834.0,1883.0,MQTT,MQTT_IEEE.pcap,6546,50:02:91:FD:50:BD,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,40.0,28.0,28.0,91975.0
IP,60,TCP,40.0,1581675003.851207,60,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,18.0,1883.0,37964.0,MQTT,MQTT_IEEE.pcap,6547,50:02:91:22:1A:8C,50:02:91:18:43:4F,None,0.0,None,0.0,None,0,2.0,20.0,40.0,10.0,10.0,165097.0
IP,60,TCP,40.0,1581675003.851261,60,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,18.0,1883.0,40834.0,MQTT,MQTT_IEEE.pcap,6548,50:02:91:22:1A:8C,50:02:91:FD:50:BD,None,0.0,None,0.0,None,0,2.0,20.0,40.0,28.0,28.0,91975.0
IP,52,TCP,32.0,1581675003.85153,52,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,16.0,40834.0,1883.0,MQTT,MQTT_IEEE.pcap,6549,50:02:91:FD:50:BD,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,28.0,28.0,91975.0
IP,52,TCP,32.0,1581675003.851542,52,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,16.0,37964.0,1883.0,MQTT,MQTT_IEEE.pcap,6550,50:02:91:18:43:4F,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,10.0,10.0,165097.0
IP,101,TCP,81.0,1581675003.851643,101,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,24.0,37964.0,1883.0,MQTT,MQTT_IEEE.pcap,6551,50:02:91:18:43:4F,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,None,0,4.0,54.0,47.0,10.0,10.0,165097.0
IP,52,TCP,32.0,1581675003.8517964,52,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,16.0,1883.0,37964.0,MQTT,MQTT_IEEE.pcap,6552,50:02:91:22:1A:8C,50:02:91:18:43:4F,None,0.0,None,0.0,None,0,2.0,20.0,32.0,10.0,10.0,165097.0
IP,101,TCP,81.0,1581675003.851841,101,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,24.0,40834.0,1883.0,MQTT,MQTT_IEEE.pcap,6553,50:02:91:FD:50:BD,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,None,0,4.0,54.0,47.0,28.0,28.0,91975.0
IP,56,TCP,36.0,1581675003.851848,56,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,24.0,1883.0,37964.0,MQTT,MQTT_IEEE.pcap,6554,50:02:91:22:1A:8C,50:02:91:18:43:4F,MQTT,4.0,MQTTConnack,2.0,None,0,4.0,54.0,2.0,10.0,10.0,165097.0
IP,52,TCP,32.0,1581675003.8521938,52,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,16.0,37964.0,1883.0,MQTT,MQTT_IEEE.pcap,6555,50:02:91:18:43:4F,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,10.0,10.0,165097.0
IP,73,TCP,53.0,1581675003.852248,73,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,24.0,37964.0,1883.0,MQTT,MQTT_IEEE.pcap,6556,50:02:91:18:43:4F,50:02:91:22:1A:8C,MQTT,21.0,MQTTPublish,19.0,None,0,4.0,54.0,19.0,10.0,10.0,165097.0
IP,54,TCP,34.0,1581675003.852297,54,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,25.0,37964.0,1883.0,MQTT,MQTT_IEEE.pcap,6557,50:02:91:18:43:4F,50:02:91:22:1A:8C,MQTT,2.0,None,0.0,None,0,3.0,52.0,2.0,10.0,10.0,165097.0
IP,60,TCP,40.0,1581675003.85253,60,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,2.0,43714.0,1883.0,MQTT,MQTT_IEEE.pcap,6558,50:02:91:44:59:D5,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,40.0,20.0,20.0,151804.0
IP,60,TCP,40.0,1581675003.852731,60,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,2.0,56480.0,1883.0,MQTT,MQTT_IEEE.pcap,6559,50:02:91:03:A0:5E,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,40.0,8.0,8.0,129560.0
IP,52,TCP,32.0,1581675003.852799,52,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,16.0,1883.0,40834.0,MQTT,MQTT_IEEE.pcap,6560,50:02:91:22:1A:8C,50:02:91:FD:50:BD,None,0.0,None,0.0,None,0,2.0,20.0,32.0,28.0,28.0,91975.0
IP,56,TCP,36.0,1581675003.8528054,56,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,24.0,1883.0,40834.0,MQTT,MQTT_IEEE.pcap,6561,50:02:91:22:1A:8C,50:02:91:FD:50:BD,MQTT,4.0,MQTTConnack,2.0,None,0,4.0,54.0,2.0,28.0,28.0,91975.0
IP,60,TCP,40.0,1581675003.8528938,60,50:00:00:01:00:03,00:50:00:00:0d:00,192.168.1.7,10.0.0.6,18.0,1883.0,43714.0,MQTT,MQTT_IEEE.pcap,6562,50:02:91:22:1A:8C,50:02:91:44:59:D5,None,0.0,None,0.0,None,0,2.0,20.0,40.0,20.0,20.0,151804.0
IP,60,TCP,40.0,1581675003.852899,60,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,18.0,1883.0,56480.0,MQTT,MQTT_IEEE.pcap,6563,50:02:91:22:1A:8C,50:02:91:03:A0:5E,None,0.0,None,0.0,None,0,2.0,20.0,40.0,8.0,8.0,129560.0
IP,52,TCP,32.0,1581675003.852968,52,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,16.0,1883.0,37964.0,MQTT,MQTT_IEEE.pcap,6564,50:02:91:22:1A:8C,50:02:91:18:43:4F,None,0.0,None,0.0,None,0,2.0,20.0,32.0,10.0,10.0,165097.0
IP,52,TCP,32.0,1581675003.852973,52,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,17.0,1883.0,37964.0,MQTT,MQTT_IEEE.pcap,6565,50:02:91:22:1A:8C,50:02:91:18:43:4F,None,0.0,None,0.0,None,0,2.0,20.0,32.0,10.0,10.0,165097.0
IP,52,TCP,32.0,1581675003.853218,52,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,16.0,40834.0,1883.0,MQTT,MQTT_IEEE.pcap,6566,50:02:91:FD:50:BD,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,28.0,28.0,91975.0
IP,52,TCP,32.0,1581675003.853265,52,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,16.0,56480.0,1883.0,MQTT,MQTT_IEEE.pcap,6567,50:02:91:03:A0:5E,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,8.0,8.0,129560.0
IP,101,TCP,81.0,1581675003.8532689,101,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,24.0,56480.0,1883.0,MQTT,MQTT_IEEE.pcap,6568,50:02:91:03:A0:5E,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,None,0,4.0,54.0,47.0,8.0,8.0,129560.0
IP,116,TCP,96.0,1581675003.853274,116,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,24.0,40834.0,1883.0,MQTT,MQTT_IEEE.pcap,6569,50:02:91:FD:50:BD,50:02:91:22:1A:8C,MQTT,64.0,MQTTPublish,62.0,None,0,4.0,54.0,62.0,28.0,28.0,91975.0
IP,54,TCP,34.0,1581675003.853278,54,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,25.0,40834.0,1883.0,MQTT,MQTT_IEEE.pcap,6570,50:02:91:FD:50:BD,50:02:91:22:1A:8C,MQTT,2.0,None,0.0,None,0,3.0,52.0,2.0,28.0,28.0,91975.0
IP,52,TCP,32.0,1581675003.853413,52,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,16.0,1883.0,56480.0,MQTT,MQTT_IEEE.pcap,6571,50:02:91:22:1A:8C,50:02:91:03:A0:5E,None,0.0,None,0.0,None,0,2.0,20.0,32.0,8.0,8.0,129560.0
IP,52,TCP,32.0,1581675003.853457,52,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,16.0,1883.0,40834.0,MQTT,MQTT_IEEE.pcap,6572,50:02:91:22:1A:8C,50:02:91:FD:50:BD,None,0.0,None,0.0,None,0,2.0,20.0,32.0,28.0,28.0,91975.0
